sIP,dIP,sPort,dPort,protocol,packets,bytes,flags,sTime,duration,eTime,sensor
19.164.2.200,16.208.98.219,443,8302,6,5,424,,2016/08/17T14:30:09.000,0.000,2016/08/17T14:30:09.000,0
16.208.98.219,19.164.2.200,8302,443,6,11,2435,,2016/08/17T14:30:09.000,0.000,2016/08/17T14:30:09.000,0
232.104.112.96,16.208.98.219,80,1837,6,4,240,,2016/08/17T14:30:09.000,0.000,2016/08/17T14:30:09.000,0
19.164.2.59,16.208.98.219,443,8825,6,10,4968,,2016/08/17T14:30:09.000,0.000,2016/08/17T14:30:09.000,0
16.208.98.219,19.164.87.7,28717,443,6,1,66,,2016/08/17T14:30:09.000,0.000,2016/08/17T14:30:09.000,0
16.208.98.78,179.103.72.122,443,15066,6,1,60,,2016/08/17T14:30:09.000,0.000,2016/08/17T14:30:09.000,0
19.164.228.21,16.208.98.219,443,7058,6,99,62122,,2016/08/17T14:30:05.000,4.000,2016/08/17T14:30:09.000,0
16.208.98.219,19.164.228.21,7058,443,6,125,23692,,2016/08/17T14:30:05.000,4.000,2016/08/17T14:30:09.000,0
16.208.98.78,87.152.66.4,443,56755,6,11,1277,,2016/08/17T14:30:02.000,7.000,2016/08/17T14:30:09.000,0
190.150.228.202,16.208.98.219,443,18798,6,4,1265,,2016/08/17T14:30:09.000,0.000,2016/08/17T14:30:09.000,0
16.208.98.219,190.150.228.202,18798,443,6,5,4424,,2016/08/17T14:30:09.000,0.000,2016/08/17T14:30:09.000,0
16.208.98.219,19.164.228.109,20874,80,6,4,1378,,2016/08/17T14:30:09.000,0.000,2016/08/17T14:30:09.000,0
16.208.98.219,121.44.252.118,50100,443,6,3,186,,2016/08/17T14:30:09.000,0.000,2016/08/17T14:30:09.000,0
121.44.252.118,16.208.98.219,443,50100,6,2,163,,2016/08/17T14:30:09.000,0.000,2016/08/17T14:30:09.000,0
121.44.252.244,16.208.98.219,443,4648,6,1,97,,2016/08/17T14:30:09.000,0.000,2016/08/17T14:30:09.000,0
16.208.98.219,121.44.252.244,4648,443,6,3,186,,2016/08/17T14:30:09.000,0.000,2016/08/17T14:30:09.000,0
253.4.230.17,16.208.98.219,443,33125,6,4,2653,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,171.145.112.124,26289,443,6,3,283,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,232.104.112.96,49587,80,6,5,1058,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
146.0.116.37,16.208.98.219,443,11098,6,1,99,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,146.0.116.37,11098,443,6,2,165,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,171.196.93.85,63681,80,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,171.196.93.85,61851,80,6,3,841,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
60.148.99.58,16.208.98.219,443,21642,6,5,3851,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
179.103.72.122,16.208.98.78,22121,443,6,2,163,,2016/08/17T14:30:07.000,3.000,2016/08/17T14:30:10.000,0
3.39.26.78,16.208.98.219,443,18333,6,7,635,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,3.39.26.78,18333,443,6,6,719,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
61.150.98.208,16.208.98.219,80,47998,6,6,926,,2016/08/17T14:30:02.000,8.000,2016/08/17T14:30:10.000,0
16.208.98.219,10.53.154.119,19969,443,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.191.180.133,7013,443,6,7,471,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
10.237.103.127,16.208.98.219,443,37480,6,2,159,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,10.237.103.127,37480,443,6,3,186,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
10.237.103.127,16.208.98.219,443,41450,6,2,159,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
133.191.180.133,16.208.98.219,443,7013,6,8,1683,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,10.237.103.127,41450,443,6,3,192,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
10.53.154.119,16.208.98.219,443,39703,6,2,159,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,10.53.154.119,39703,443,6,2,126,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
10.234.7.193,16.208.98.219,443,2014,6,2,159,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,10.234.7.193,1872,443,6,3,186,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,10.234.7.193,2014,443,6,2,126,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.123.223.122,16771,53,17,1,95,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.123.223.122,36654,53,17,1,92,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
140.73.2.80,16.208.98.219,80,36145,6,3,186,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,140.73.2.80,36145,80,6,5,1045,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
87.152.66.4,16.208.98.78,56755,443,6,15,1716,,2016/08/17T14:30:02.000,8.000,2016/08/17T14:30:10.000,0
16.208.98.219,19.164.2.248,50395,443,6,2,132,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
19.164.2.95,16.208.98.219,443,2266,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,19.164.2.95,2266,443,6,2,132,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
133.123.223.122,16.208.98.219,53,16771,17,1,191,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
133.123.223.122,16.208.98.219,53,36654,17,1,184,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,76.137.205.207,33723,53,17,1,127,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
19.164.87.7,16.208.98.219,443,28717,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
253.244.175.42,16.208.98.219,443,15872,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,253.244.175.42,15872,443,6,2,132,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
76.137.5.235,16.208.98.219,53,11381,17,1,311,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
76.137.205.207,16.208.98.219,53,33723,17,1,392,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
244.236.152.96,16.208.98.219,53,33250,17,1,954,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
76.137.14.184,16.208.98.219,53,30154,17,1,365,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.173,25.205.164.56,443,62836,6,7,1307,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
88.248.103.202,16.208.98.219,443,57491,6,7,6011,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
146.45.75.110,16.208.98.219,443,26391,6,6,3227,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,88.248.103.202,57491,443,6,22,5977,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
25.205.164.56,16.208.98.173,62836,443,6,15,5381,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
86.114.167.175,16.208.98.219,443,40592,6,17,17211,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,86.114.167.175,40592,443,6,22,1989,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,41.222.61.81,8938,443,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.191.180.156,62385,443,6,2,120,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
133.191.180.156,16.208.98.219,443,62385,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
156.71.46.30,16.208.98.78,25002,443,6,18,6109,,2016/08/17T14:30:03.000,7.000,2016/08/17T14:30:10.000,0
133.191.180.156,16.208.98.219,443,20673,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
133.191.180.156,16.208.98.219,443,21452,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
133.191.180.143,16.208.98.219,443,29329,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
133.191.180.143,16.208.98.219,443,35812,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
133.191.180.143,16.208.98.219,443,43190,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
133.191.149.243,16.208.98.219,443,54336,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
133.191.149.243,16.208.98.219,443,40903,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
133.191.180.156,16.208.98.219,443,6480,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.191.180.156,21452,443,6,2,120,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.191.180.156,20673,443,6,2,120,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.191.180.143,29329,443,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.191.180.143,43190,443,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.191.180.143,35812,443,6,2,120,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.191.149.243,40903,443,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.191.180.156,6480,443,6,2,120,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.191.149.243,54336,443,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,10.38.0.1,27463,443,6,2,126,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
41.222.61.67,16.208.98.219,443,35130,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,41.222.61.67,19674,443,6,2,132,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,41.222.61.67,35130,443,6,2,132,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
41.222.61.67,16.208.98.219,443,19674,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
41.222.61.81,16.208.98.219,443,50307,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,41.222.61.81,50307,443,6,2,132,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.85,61.77.27.42,25,8670,6,13,6544,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,179.78.202.189,57991,80,6,2,132,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
179.103.72.122,16.208.98.78,41963,443,6,21,2337,,2016/08/17T14:30:08.000,2.000,2016/08/17T14:30:10.000,0
16.208.98.219,19.164.2.149,26861,443,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,7.217.249.232,5925,443,6,3,786,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
232.104.112.96,16.208.98.219,80,49587,6,2,120,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.37.51.15,56866,53,17,1,93,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
19.164.2.132,16.208.98.219,443,44256,6,7,4071,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,19.164.2.132,44256,443,6,13,5789,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
133.37.51.15,16.208.98.219,53,56866,17,1,98,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,179.78.202.189,40396,80,6,2,140,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
147.235.31.205,16.208.98.219,443,3293,6,2,1592,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
133.245.101.214,16.208.98.219,53,38111,17,1,98,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,76.137.205.207,41066,53,17,1,137,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
19.164.2.183,16.208.98.219,443,30669,6,5,2998,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,19.164.2.183,30669,443,6,5,1042,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
179.78.202.189,16.208.98.219,80,40396,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
76.137.205.207,16.208.98.219,53,41066,17,1,402,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.96,61.77.82.87,43026,25,6,30,32498,,2016/08/17T14:30:07.000,3.000,2016/08/17T14:30:10.000,0
10.118.145.73,16.208.98.219,53,7595,17,1,135,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,6.78.155.175,15013,53,17,1,102,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,248.142.203.63,16586,443,6,2,2462,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
248.71.24.80,16.208.98.219,53,27749,17,1,126,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
248.71.24.8,16.208.98.219,53,44377,17,1,126,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
61.77.27.42,16.208.98.85,8670,25,6,15,4377,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
10.140.22.171,16.208.98.219,80,49252,6,10,15140,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.245.101.31,57405,53,17,1,82,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
248.17.43.230,16.208.98.78,54438,443,6,1,103,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
133.245.101.31,16.208.98.219,53,57405,17,1,98,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.85,61.77.27.42,25,49597,6,11,2388,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,253.64.140.110,41639,53,17,1,91,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.78,179.103.72.122,443,56126,6,2,169,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.78,179.103.72.122,443,40005,6,1,103,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.78,49.158.6.41,443,50485,6,1,103,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,10.140.22.171,49252,80,6,15,1913,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,248.71.24.100,35816,53,17,1,90,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
58.181.102.237,16.208.98.219,53,9389,17,1,121,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,87.168.82.166,18529,80,6,2,134,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
239.60.110.52,16.208.98.219,80,52391,6,7,9239,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,239.60.110.52,52391,80,6,20,2751,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
61.77.27.42,16.208.98.85,49597,25,6,17,6154,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
10.140.29.82,16.208.98.219,80,34812,6,1,1406,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,10.140.29.82,34812,80,6,2,652,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
7.217.249.232,16.208.98.219,443,29541,6,7,870,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
87.168.82.166,16.208.98.219,80,18529,6,3,621,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
61.77.82.87,16.208.98.96,25,43026,6,32,6631,,2016/08/17T14:30:07.000,3.000,2016/08/17T14:30:10.000,0
171.165.221.63,16.208.98.219,443,31437,6,4,928,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,171.165.221.63,31437,443,6,9,3163,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
171.165.133.8,16.208.98.219,443,32173,6,5,506,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,171.165.133.8,32173,443,6,10,1221,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,7.217.249.232,29541,443,6,9,1351,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,19.164.2.200,32550,443,6,7,2200,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
179.103.72.122,16.208.98.78,33635,443,6,2,132,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,171.145.56.102,31097,80,6,7,1011,,2016/08/17T14:30:08.000,2.000,2016/08/17T14:30:10.000,0
65.250.178.16,16.208.98.219,53,43535,17,1,109,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,76.137.14.152,35220,53,17,1,123,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,10.38.18.187,48406,443,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
10.38.18.187,16.208.98.219,443,48406,6,2,1017,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
61.31.42.75,16.208.98.219,443,61388,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
61.31.42.75,16.208.98.219,443,13028,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
41.121.117.119,16.208.98.219,443,31772,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
41.121.117.119,16.208.98.219,443,20953,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,41.121.117.119,20953,443,6,2,120,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,41.121.117.119,31772,443,6,2,120,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
87.168.235.111,16.208.98.219,443,39405,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,87.168.235.111,39405,443,6,2,126,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
87.168.235.111,16.208.98.219,443,2137,6,2,169,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,87.168.235.111,2137,443,6,3,186,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,19.164.2.200,12263,443,6,2,132,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.191.149.243,37331,80,6,9,2528,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
121.44.252.46,16.208.98.219,443,27497,6,2,912,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
171.145.56.102,16.208.98.219,80,31097,6,5,1086,,2016/08/17T14:30:08.000,2.000,2016/08/17T14:30:10.000,0
190.150.228.188,16.208.98.219,443,46982,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,190.150.228.188,46982,443,6,2,132,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,86.66.138.93,25721,80,6,2,120,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
190.150.228.188,16.208.98.219,443,61098,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,190.150.228.188,61098,443,6,2,132,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
87.152.66.255,16.208.98.78,21217,443,6,11,5156,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,253.64.140.110,56689,53,17,1,81,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
133.191.149.243,16.208.98.219,80,37331,6,6,4722,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
86.66.138.93,16.208.98.219,80,25721,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
19.164.2.207,16.208.98.219,443,60068,6,8,5377,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
253.64.140.110,16.208.98.219,53,56689,17,1,112,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
25.205.164.56,16.208.98.173,2353,443,6,14,6764,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.173,25.205.164.56,443,2353,6,9,614,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,77.241.147.182,45179,53,17,1,88,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,19.164.2.207,60068,443,6,13,2582,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,190.150.228.188,36017,80,6,5,1786,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.78,87.152.66.147,443,25841,6,5,2042,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
25.205.164.56,16.208.98.78,15179,443,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,86.248.160.73,19358,53,17,1,96,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
190.68.192.234,16.208.98.219,443,7577,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,190.68.192.234,7577,443,6,2,132,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,7.217.249.232,6066,443,6,5,1097,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
190.150.228.188,16.208.98.219,80,36017,6,3,206,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
77.241.147.182,16.208.98.219,53,45179,17,1,131,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
147.235.31.205,16.208.98.219,443,60622,6,4,1771,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
10.140.67.195,16.208.98.219,443,7298,6,5,552,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,10.140.67.195,7298,443,6,7,1056,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
7.217.249.232,16.208.98.219,443,5925,6,3,180,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.191.149.218,21332,80,6,4,1214,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
133.191.180.133,16.208.98.219,443,2668,6,7,554,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.191.180.133,2668,443,6,9,1756,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,10.140.179.62,52844,443,6,4,864,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
133.191.149.218,16.208.98.219,80,21332,6,3,180,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
49.158.6.41,16.208.98.78,50485,443,6,3,198,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
146.45.75.110,16.208.98.219,443,8718,6,7,5995,,2016/08/17T14:30:09.000,1.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.191.149.218,26054,80,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
133.191.149.218,16.208.98.219,80,26054,6,2,120,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
10.140.179.62,16.208.98.219,443,25741,6,3,367,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,10.140.179.62,25741,443,6,3,723,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,133.191.149.218,21882,80,6,6,1389,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,86.66.138.93,34896,80,6,2,120,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
133.191.149.218,16.208.98.219,80,21882,6,3,180,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
246.36.10.69,16.208.98.219,80,46016,6,1,78,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.71,61.77.192.249,25,49156,6,7,779,,2016/08/17T14:30:08.000,2.000,2016/08/17T14:30:10.000,0
86.66.138.93,16.208.98.219,80,65284,6,1,60,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
44.142.130.60,16.208.98.219,80,60659,6,1,66,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,44.142.130.60,60659,80,6,5,338,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,246.36.10.69,46016,80,6,4,272,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,121.179.23.25,41345,443,6,2,132,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,146.195.89.153,54647,80,6,5,985,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
146.195.89.153,16.208.98.219,80,51382,6,1,619,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
16.208.98.219,146.195.89.153,51382,80,6,2,134,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
146.195.89.153,16.208.98.219,80,54647,6,3,488,,2016/08/17T14:30:10.000,0.000,2016/08/17T14:30:10.000,0
